Date,Open,High,Low,Close,Volume
2015-01-01,997.2126916245635,997.2126916245635,987.1123682968507,988.8799438476562,366830
2015-01-02,990.9968870638166,1006.5163999017938,990.8415354457118,1002.0489501953125,925740
2015-01-05,1002.6512978689582,1009.9934178281048,980.7607521308406,986.8209838867188,1754242
2015-01-06,982.4892159620673,982.4892159620673,947.8761592587928,950.4401245117188,2423784
2015-01-07,959.5304592119944,963.0849571867487,935.2313996671428,939.2132568359375,2636332
2015-01-08,948.808496694894,951.372462050959,940.3203999473999,949.3524169921875,1565408
2015-01-09,953.7033792772104,978.9152962548053,951.7610098693139,975.9629516601562,3197642
2015-01-12,977.7890040118755,982.0622177759321,963.5125853001407,974.953125,1596006
2015-01-13,978.9542690060537,982.9943597983792,963.4541976836971,970.3689575195312,1468432
2015-01-14,977.4001475521512,983.5380529797906,971.3788032409199,979.7115478515625,1787096
2015-01-15,984.0042340478805,1002.9423336964529,980.2166141181659,986.3739624023438,5009920
2015-01-16,988.1609644338621,988.6659994334576,965.0856544861476,983.674072265625,5293830
2015-01-19,985.1697324739894,990.9968405130705,972.3500947880108,975.4578857421875,1135074
2015-01-20,978.9542419269657,982.8389809822314,964.6778258988641,971.3595581054688,2058566
2015-01-21,979.7311823649242,979.7311823649242,966.6201881520708,976.5457153320312,2310480
2015-01-22,977.5944041358454,979.4396548489967,969.4364536145449,976.4484252929688,2113214
2015-01-23,976.6234649790448,983.6354384196035,969.6698195336431,972.5833740234375,3150380
2015-01-27,977.93533192756,978.9668096386196,969.0603851836736,973.926025390625,2738736
2015-01-28,974.2959073232763,990.6054971637719,974.2569441843162,988.5425415039062,3121980
2015-01-29,987.919513223113,999.8695056650721,978.1492704104987,990.5079956054688,3734392
2015-01-30,996.755498098979,1002.32180909375,961.4504343540049,966.1409301757812,5817402
2015-02-02,966.1217662800638,981.4777116893442,958.3562215325323,978.6556396484375,3181802
2015-02-03,977.6628558425788,998.4294478685686,975.8918386955805,995.802001953125,2345054
2015-02-04,999.59760561002,1001.0378167986026,973.9459760957105,978.69482421875,2245418
2015-02-05,980.9132594840754,1008.8225582177473,980.5240081906294,993.5249633789062,4530168
2015-02-06,993.7584258017233,1010.0291468051987,992.9215736400498,1002.6138916015625,2136416
2015-02-09,997.0673114159573,1000.0256596246694,973.1283539097768,978.149658203125,2076432
2015-02-10,977.0206284159837,983.3459611696728,947.0482824446567,950.2206420898438,3799054
2015-02-11,955.6309879020182,968.1648550480113,952.5948101382031,957.518798828125,2937522
2015-02-12,965.2650544115809,965.2650544115809,952.4975972402882,958.3947143554688,3107980
2015-02-13,961.4504073578287,991.7146863748615,957.6552083814162,988.21142578125,4158326
2015-02-16,996.4831471849259,1010.1069402128447,994.5368910380803,1006.1365966796875,2364392
2015-02-18,1006.2339968147282,1028.7910885079154,998.5268027979305,1025.9300537109375,2660014
2015-02-19,1026.0665035389713,1046.0351157288244,1025.6772522098593,1043.602294921875,2618002
2015-02-20,1050.5113961664626,1050.5113961664626,1028.4992168004844,1041.4613037109375,1801588
2015-02-23,1039.6900601313948,1059.541873334952,1039.6900601313948,1049.67431640625,1614892
2015-02-24,1048.6425765905178,1062.655617703086,1042.8038094602812,1052.8270263671875,2199922
2015-02-25,1054.8713149926668,1059.5423318856233,1038.46440616899,1040.1575927734375,1767994
2015-02-26,1042.8041241656533,1048.1563289835995,1021.9208321069946,1034.0264892578125,1991994
2015-02-27,1035.1939905801278,1041.5388035688445,1018.3978408422142,1036.3228759765625,2877376
2015-03-02,1043.0765676699182,1054.4621668639634,1032.5084341231352,1039.0672607421875,2176038
2015-03-03,1043.9716682544015,1086.0107958351157,1041.694510830969,1080.561279296875,3424308
2015-03-04,1085.2325872433767,1094.6135812650089,1057.070218639789,1068.884033203125,3862994
2015-03-05,1070.441230915323,1078.4987149925262,1043.6023688775144,1049.5968017578125,2173514
2015-03-09,1027.6233360725514,1043.115555372782,1015.9457981626362,1030.270263671875,2883174
2015-03-10,1031.0871658568649,1042.5117232677467,1010.2038830619321,1028.673828125,3037052
2015-03-11,1028.4019673619334,1035.3890094131095,1011.1970783602463,1014.60302734375,2240200
2015-03-12,1021.3563785518286,1021.7456298253392,1008.1997615328072,1019.4685668945312,1827636
